ENTRYTYPE,ID,author,doi,eprint,journal,number,pages,publisher,title,url,volume,year
article,doi:10.1080/08872376.2021.12291409,Raja Ridgway,10.1080/08872376.2021.12291409," 

https://doi.org/10.1080/08872376.2021.12291409


",Science Scope,5,6--9,Routledge,Interdisciplinary Ideas: The Intentional Integration of Computational Thinking," 

https://doi.org/10.1080/08872376.2021.12291409


",44,2021
article,doi:10.1080/07380569.2021.1882206,Kaan Bati and Mehmet İkbal Yetişir,10.1080/07380569.2021.1882206," 

https://doi.org/10.1080/07380569.2021.1882206


",Computers in the Schools,1,57--73,Routledge,Examination of Turkish Middle School STEM Teachers' Knowledge about Computational Thinking and Views Regarding Information and Communications Technology," 

https://doi.org/10.1080/07380569.2021.1882206


",38,2021
article,doi:10.1080/15391523.2022.2158146,"Kyungbin Kwon, Minji Jeon, Chen Zhou, Keunjae Kim and Thomas A. Brush",10.1080/15391523.2022.2158146," 

https://doi.org/10.1080/15391523.2022.2158146


",Journal of Research on Technology in Education,4,410--430,Routledge,Embodied learning for computational thinking in early primary education," 

https://doi.org/10.1080/15391523.2022.2158146


",56,2024
article,doi:10.1080/08957347.2020.1835912,"Sarah Bonner, Peggy Chen, Kristi Jones and Brandon Milonovich",10.1080/08957347.2020.1835912," 

https://doi.org/10.1080/08957347.2020.1835912


",Applied Measurement in Education,1,27--45,Routledge,Formative Assessment of Computational Thinking: Cognitive and Metacognitive Processes," 

https://doi.org/10.1080/08957347.2020.1835912


",34,2021
article,doi:10.1080/07380569.2023.2172987,"Mete Akcaoglu, Meryem Şeyda Özcan and Charles B. Hodges",10.1080/07380569.2023.2172987," 

https://doi.org/10.1080/07380569.2023.2172987


",Computers in the Schools,2,213--229,Routledge,Exploring the Relationship among Motivational Constructs and Preservice Teachers’ Use of Computational Thinking in Classrooms," 

https://doi.org/10.1080/07380569.2023.2172987


",40,2023
article,doi:10.1080/20445911.2024.2371176,"Yang Liu, Xiang Guo and Yuzhong Zhang",10.1080/20445911.2024.2371176," 

https://doi.org/10.1080/20445911.2024.2371176


",Journal of Cognitive Psychology,6,754--768,Routledge,The relationship between computational thinking and mental rotation ability: a functional near-infrared spectroscopy study," 

https://doi.org/10.1080/20445911.2024.2371176


",36,2024
article,doi:10.1080/10494820.2017.1337036,Varvara Garneli and Konstantinos Chorianopoulos,10.1080/10494820.2017.1337036," 

https://doi.org/10.1080/10494820.2017.1337036


",Interactive Learning Environments,3,386--401,Routledge,Programming video games and simulations in science education: exploring computational thinking through code analysis," 

https://doi.org/10.1080/10494820.2017.1337036


",26,2018
article,doi:10.1080/15391523.2024.2399257,"Emi Iwatani, Merijke Coenraad and Kyle M. Dunbar",10.1080/15391523.2024.2399257," 

https://doi.org/10.1080/15391523.2024.2399257


",Journal of Research on Technology in Education,0,1--17,Routledge,Bridging cultures and computing: Exploring the relationship between Appalachian problem solving and computational thinking," 

https://doi.org/10.1080/15391523.2024.2399257


",0,2024
article,doi:10.1080/10986065.2018.1403542,"George Gadanidis, Erin Clements and Chris Yiu",10.1080/10986065.2018.1403542," 

https://doi.org/10.1080/10986065.2018.1403542


",Mathematical Thinking and Learning,1,32--53,Routledge,"Group Theory, Computational Thinking, and Young Mathematicians"," 

https://doi.org/10.1080/10986065.2018.1403542


",20,2018
article,doi:10.1080/10494820.2019.1674879,Maya Israel and Todd Lash,10.1080/10494820.2019.1674879," 

https://doi.org/10.1080/10494820.2019.1674879


",Interactive Learning Environments,3,362--382,Routledge,From classroom lessons to exploratory learning progressions: mathematics + computational thinking," 

https://doi.org/10.1080/10494820.2019.1674879


",28,2020
article,doi:10.1080/18117295.2022.2133739,Ayodele Abosede Ogegbo and Umesh Ramnarain,10.1080/18117295.2022.2133739," 

https://doi.org/10.1080/18117295.2022.2133739


","African Journal of Research in Mathematics, Science and Technology Education",3,181--191,Routledge,Teachers’ Perceptions of and Concerns About Integrating Computational Thinking into Science Teaching After a Professional Development Activity," 

https://doi.org/10.1080/18117295.2022.2133739


",26,2022
article,doi:10.1080/08993408.2022.2044673,Ali Akkaya and Yavuz Akpinar,10.1080/08993408.2022.2044673," 

https://doi.org/10.1080/08993408.2022.2044673


",Computer Science Education,4,476--501,Routledge,Experiential serious-game design for development of knowledge of object-oriented programming and computational thinking skills," 

https://doi.org/10.1080/08993408.2022.2044673


",32,2022
article,doi:10.1080/00220671.2021.1884824,"Danielle Herro, Cassie Quigley, Holly Plank and Oluwadara Abimbade",10.1080/00220671.2021.1884824," 

https://doi.org/10.1080/00220671.2021.1884824


",The Journal of Educational Research,2,183--195,Routledge,Understanding students’ social interactions during making activities designed to promote computational thinking," 

https://doi.org/10.1080/00220671.2021.1884824


",114,2021
article,doi:10.1080/10494820.2022.2042311,"Lihui Sun, Linlin Hu, Danhua Zhou and Weipeng Yang",10.1080/10494820.2022.2042311," 

https://doi.org/10.1080/10494820.2022.2042311


",Interactive Learning Environments,10,6588--6610,Routledge,Evaluation and developmental suggestions on undergraduates’ computational thinking: a theoretical framework guided by Marzano’s new taxonomy," 

https://doi.org/10.1080/10494820.2022.2042311


",31,2023
article,doi:10.1080/08993408.2021.1918380,"David Weintrop, Daisy Wise Rutstein, Marie Bienkowski and Steven McGee",10.1080/08993408.2021.1918380," 

https://doi.org/10.1080/08993408.2021.1918380


",Computer Science Education,2,113--116,Routledge,Assessing computational thinking: an overview of the field," 

https://doi.org/10.1080/08993408.2021.1918380


",31,2021
article,doi:10.1080/15391523.2024.2410194,"Kristina M. Tank, Tamara J. Moore, Anne Ottenbreit-Leftwich, Zarina Wafula, Lin Chu and Sohheon Yang",10.1080/15391523.2024.2410194," 

https://doi.org/10.1080/15391523.2024.2410194


",Journal of Research on Technology in Education,0,1--24,Routledge,Pathways to inclusive early childhood computational thinking education: unveiling young students’ strategies with multiple representations," 

https://doi.org/10.1080/15391523.2024.2410194


",0,2024
article,doi:10.1080/02635143.2024.2355199,Ümmühan Avcı,10.1080/02635143.2024.2355199," 

https://doi.org/10.1080/02635143.2024.2355199


",Research in Science \& Technological Education,0,1--27,Routledge,The effect of cognitive flexibility on students’ spatial visualization abilities and computational thinking skills in a three-dimensional design and coding training," 

https://doi.org/10.1080/02635143.2024.2355199


",0,2024
article,doi:10.1080/24758779.2021.12318680,Beth Murphy,10.1080/24758779.2021.12318680," 

https://doi.org/10.1080/24758779.2021.12318680


",Connected Science Learning,2,12318680,Routledge,"Coding, and Computer Science, and Computational Thinking—Oh My!"," 

https://doi.org/10.1080/24758779.2021.12318680


",3,2021
article,doi:10.1080/00368121.2022.2071817,"Fatih Özdinç, Gökhan Kaya, Filiz Mumcu and Bahadır Yıldız",10.1080/00368121.2022.2071817," 

https://doi.org/10.1080/00368121.2022.2071817


",Science Activities,3,151--159,Routledge,Integration of computational thinking into STEM activities: an example of an interdisciplinary unplugged programming activity," 

https://doi.org/10.1080/00368121.2022.2071817


",59,2022
article,doi:10.1080/15391523.2021.1983894,"Ching-Huei Chen, Tung-Kai Liu and Kun Huang",10.1080/15391523.2021.1983894," 

https://doi.org/10.1080/15391523.2021.1983894


",Journal of Research on Technology in Education,3,527--544,Routledge,Scaffolding vocational high school students’ computational thinking with cognitive and metacognitive prompts in learning about programmable logic controllers," 

https://doi.org/10.1080/15391523.2021.1983894


",55,2023
article,doi:10.1080/24758779.2021.12318685,"Bess Caplan, Beth Covitt, Garrett Love, Alan R. Berkowitz, Kristin L. Gunckel, Chelsea McClure and John C. Moore",10.1080/24758779.2021.12318685," 

https://doi.org/10.1080/24758779.2021.12318685


",Connected Science Learning,2,12318685,Routledge,Using Computational Thinking and Modeling to Build Water and Watershed Literacy," 

https://doi.org/10.1080/24758779.2021.12318685


",3,2021
article,doi:10.1080/15391523.2021.1881844,Zerrin Dagli and Hatice Sancar Tokmak,10.1080/15391523.2021.1881844," 

https://doi.org/10.1080/15391523.2021.1881844


",Journal of Research on Technology in Education,4,511--534,Routledge,Exploring high school computer science course teachers’ instructional design processes for improving students’ “computational thinking” skills," 

https://doi.org/10.1080/15391523.2021.1881844


",54,2022
article,doi:10.1080/02635143.2022.2036117,Ayşe Çiftçi and Mustafa Sami Topçu,10.1080/02635143.2022.2036117," 

https://doi.org/10.1080/02635143.2022.2036117


",Research in Science \& Technological Education,4,1215--1241,Routledge,Improving early childhood pre-service teachers’ computational thinking teaching self-efficacy beliefs in a STEM course," 

https://doi.org/10.1080/02635143.2022.2036117


",41,2023
article,doi:10.1080/17569370.2024.2335615,"Xinyi Huang, Sarah Kettley and Sophia Lycouris",10.1080/17569370.2024.2335615," 

https://doi.org/10.1080/17569370.2024.2335615


",Fashion Practice,2,282--310,Routledge,Developing Shape Change-Based Fashion Prototyping Strategies: Enhancing Computational Thinking in Fashion Practice and Creativity," 

https://doi.org/10.1080/17569370.2024.2335615


",16,2024
article,doi:10.1080/10494820.2023.2223239,"Gang Yang, Dan Zheng, Ji-Huan Chen, Qun-Fang Zeng, Yun-Fang Tu and Xiao-Li Zheng",10.1080/10494820.2023.2223239," 

https://doi.org/10.1080/10494820.2023.2223239


",Interactive Learning Environments,0,1--21,Routledge,"The effects of a role-play-based micro-game strategy on students’ computational thinking, learning engagement and learning motivation"," 

https://doi.org/10.1080/10494820.2023.2223239


",0,2023
article,doi:10.1080/08993408.2023.2240657,Christopher Petrie,10.1080/08993408.2023.2240657," 

https://doi.org/10.1080/08993408.2023.2240657


",Computer Science Education,0,1--34,Routledge,Design and use of domain-specific programming platforms: interdisciplinary computational thinking with EarSketch and TunePad," 

https://doi.org/10.1080/08993408.2023.2240657


",0,2023
article,doi:10.1080/10494820.2024.2349883,Wenhui Liu and Linlin Hu,10.1080/10494820.2024.2349883," 

https://doi.org/10.1080/10494820.2024.2349883


",Interactive Learning Environments,0,1--21,Routledge,Unplugged programming practice in Chinese rural primary schools: a method to foster students’ computational thinking and resilience," 

https://doi.org/10.1080/10494820.2024.2349883


",0,2024
article,doi:10.1080/0047231X.2020.12290665,"Erdogan Kaya, Anna Newley, Ezgi Yesilyurt and Hasan Deniz",10.1080/0047231X.2020.12290665," 

https://doi.org/10.1080/0047231X.2020.12290665


",Journal of College Science Teaching,6,55--64,Routledge,Measuring Computational Thinking Teaching Efficacy Beliefs of Preservice Elementary Teachers," 

https://doi.org/10.1080/0047231X.2020.12290665


",49,2020
article,doi:10.1080/19460171.2015.1052003,Ben Williamson,10.1080/19460171.2015.1052003," 

https://doi.org/10.1080/19460171.2015.1052003


",Critical Policy Studies,1,39--58,Routledge,"Political computational thinking: policy networks, digital governance and ‘learning to code’"," 

https://doi.org/10.1080/19460171.2015.1052003


",10,2016
article,doi:10.1080/09523987.2024.2357472,"Ana Lúcia Bento Miguens, João Manuel Nunes Piedade, Rui Jorge Bernardes dos Santos and Tiago Lopes Oliva",10.1080/09523987.2024.2357472," 

https://doi.org/10.1080/09523987.2024.2357472


",Educational Media International,1-2,4--15,Routledge,Meaningful learning in mathematics: a study on motivation for learning and development of computational thinking using educational robotics," 

https://doi.org/10.1080/09523987.2024.2357472


",61,2024
article,doi:10.1080/08993408.2021.1940787,David W. Jackson and Yihong Cheng,10.1080/08993408.2021.1940787," 

https://doi.org/10.1080/08993408.2021.1940787


",Computer Science Education,2,235--259,Routledge,Maintaining pluralism when embedding computational thinking in required science and engineering classes with young adolescents," 

https://doi.org/10.1080/08993408.2021.1940787


",32,2022
article,doi:10.1080/10494820.2024.2328280,Aslina Saad and Suhaila Zainudin,10.1080/10494820.2024.2328280," 

https://doi.org/10.1080/10494820.2024.2328280


",Interactive Learning Environments,0,1--25,Routledge,A review of teaching and learning approach in implementing Project-Based Learning (PBL) with Computational Thinking (CT)," 

https://doi.org/10.1080/10494820.2024.2328280


",0,2024
article,doi:10.1080/08872376.2021.12291411,"Joyce Massicotte, Carolyn J. Staudt and Cynthia Mcintyre",10.1080/08872376.2021.12291411," 

https://doi.org/10.1080/08872376.2021.12291411


",Science Scope,5,18--27,Routledge,Weathering the Virtual Storm: Using Computational Thinking to Make a Forecast," 

https://doi.org/10.1080/08872376.2021.12291411


",44,2021
article,doi:10.1080/10986065.2018.1403543,"Christina (Yu) Pei, David Weintrop and Uri Wilensky",10.1080/10986065.2018.1403543," 

https://doi.org/10.1080/10986065.2018.1403543


",Mathematical Thinking and Learning,1,75--89,Routledge,Cultivating Computational Thinking Practices and Mathematical Habits of Mind in Lattice Land," 

https://doi.org/10.1080/10986065.2018.1403543


",20,2018
article,doi:10.1080/07380569.2023.2206825,Nikolaos Pellas,10.1080/07380569.2023.2206825," 

https://doi.org/10.1080/07380569.2023.2206825


",Computers in the Schools,1,23--50,Routledge,Effects of Simulation Games on students’ Computational Thinking and Game Experience for Programming Courses in Primary School," 

https://doi.org/10.1080/07380569.2023.2206825


",41,2024
article,doi:10.1080/15391523.2024.2402357,Lihui Sun and Junjie Liu,10.1080/15391523.2024.2402357," 

https://doi.org/10.1080/15391523.2024.2402357


",Journal of Research on Technology in Education,0,1--23,Routledge,Micro: bit programming effects on elementary STEM teachers’ computational thinking and programming attitudes: a moderated mediation model," 

https://doi.org/10.1080/15391523.2024.2402357


",0,2024
article,doi:10.1080/09669760.2022.2107491,"Edelberto Franco Silva, Bruno Jose Dembogurski and Gustavo Silva Semaan",10.1080/09669760.2022.2107491," 

https://doi.org/10.1080/09669760.2022.2107491


",International Journal of Early Years Education,3,753--772,Routledge,A literature review of computational thinking in early ages," 

https://doi.org/10.1080/09669760.2022.2107491


",31,2023
article,doi:10.1080/15391523.2020.1760754,"Alison E. Leonard, Shaundra B. Daily, Sophie Jörg and Sabarish V. Babu",10.1080/15391523.2020.1760754," 

https://doi.org/10.1080/15391523.2020.1760754


",Journal of Research on Technology in Education,2,159--177,Routledge,Coding moves: Design and research of teaching computational thinking through dance choreography and virtual interactions," 

https://doi.org/10.1080/15391523.2020.1760754


",53,2021
article,doi:10.1080/13540602.2024.2313635,"Nisanka Uthpalani Somaratne Rajapakse Mohottige, Annette Hessen Bjerke and Renate Andersen",10.1080/13540602.2024.2313635," 

https://doi.org/10.1080/13540602.2024.2313635


",Teachers and Teaching,4,437--451,Routledge,Teacher education as stakeholder: teacher educator perspectives on the integration of computational thinking into mathematics and science courses," 

https://doi.org/10.1080/13540602.2024.2313635


",30,2024
article,doi:10.1080/14794802.2021.1958367,Sandra Madden,10.1080/14794802.2021.1958367," 

https://doi.org/10.1080/14794802.2021.1958367


",Research in Mathematics Education,2,134--141,Routledge,Stochastics and computational thinking: a response to Kazak and Pratt," 

https://doi.org/10.1080/14794802.2021.1958367


",23,2021
article,doi:10.2505/4/ss19\_042\_09\_36,Susan German,10.2505/4/ss19\_042\_09\_36," 

https://doi.org/10.2505/4/ss19_042_09_36


",Science Scope,9,36--38,Routledge,Teacher to Teacher: Computational Thinking," 

https://doi.org/10.2505/4/ss19_042_09_36


",42,2019
article,doi:10.1080/08993408.2023.2265763,"Amanda Peel, Sugat Dabholkar, Gabriella Anton, Mike Horn and Uri Wilensky",10.1080/08993408.2023.2265763," 

https://doi.org/10.1080/08993408.2023.2265763


",Computer Science Education,3,566--591,Routledge,Characterizing changes in teacher practice and values through co-design and implementation of computational thinking integrated biology units," 

https://doi.org/10.1080/08993408.2023.2265763


",34,2024
article,doi:10.1080/08993408.2023.2210458,"Robin Jocius, Jennifer Albert, W. Ian O’Byrne, Deepti Joshi, Richard Robinson and Melanie Blanton",10.1080/08993408.2023.2210458," 

https://doi.org/10.1080/08993408.2023.2210458


",Computer Science Education,2,222--251,Routledge,Computational thinking infusion as transformative teaching: investigating content area teacher perspectives and practices," 

https://doi.org/10.1080/08993408.2023.2210458


",34,2024
article,doi:10.1080/10494820.2023.2258942,I -Jui Lee and Hsiu-Ting Hsu,10.1080/10494820.2023.2258942," 

https://doi.org/10.1080/10494820.2023.2258942


",Interactive Learning Environments,0,1--29,Routledge,Applied the augmented reality technology combined with social stories strategies and computational thinking games to improve the social skills of children with ASD," 

https://doi.org/10.1080/10494820.2023.2258942


",0,2023
article,doi:10.1080/08872376.2021.12291408,"Patty Mcginnis, Caroline Barnes, Will Thomas, Catherine Lorrain, Jack Parker, Erika Shugart, Moira Fathy Baker and Jason Sheldrake",10.1080/08872376.2021.12291408," 

https://doi.org/10.1080/08872376.2021.12291408


",Science Scope,5,1--1,Routledge,From the Editor’s Desk: Mathematics and Computational Thinking: A Bridge to STEM Careers," 

https://doi.org/10.1080/08872376.2021.12291408


",44,2021
article,doi:10.1080/03004279.2022.2041685,Rouhollah Khodabandelou and Khaloud Alhoqani,10.1080/03004279.2022.2041685," 

https://doi.org/10.1080/03004279.2022.2041685


",Education 3-13,6,1027--1043,Routledge,The effects of WeDo 2.0 robot workshop on Omani grade 5 students’ acquisition of the computational thinking concepts and acceptance of the robot technology," 

https://doi.org/10.1080/03004279.2022.2041685


",51,2023
article,doi:10.1080/1350293X.2022.2055102,"Marta Terroba, Juan Miguel Ribera, Daniel Lapresa and M. Teresa Anguera",10.1080/1350293X.2022.2055102," 

https://doi.org/10.1080/1350293X.2022.2055102


",European Early Childhood Education Research Journal,3,437--455,Routledge,Observational analysis of the development of computational thinking in Early Childhood Education (5 years old) through an intervention proposal with a ground robot of programmed directionality," 

https://doi.org/10.1080/1350293X.2022.2055102


",30,2022
article,doi:10.1080/08872376.2020.12291337,Raja Ridgway,10.1080/08872376.2020.12291337," 

https://doi.org/10.1080/08872376.2020.12291337


",Science Scope,8,12--15,Routledge,Interdisciplinary Ideas: Building Bridges With Computational Thinking," 

https://doi.org/10.1080/08872376.2020.12291337


",43,2020
article,doi:10.1080/10494820.2016.1181093,"Chia-Wen Tsai, Pei-Di Shen, Meng-Chuan Tsai and Wen-Yu Chen",10.1080/10494820.2016.1181093," 

https://doi.org/10.1080/10494820.2016.1181093


",Interactive Learning Environments,6,762--777,Routledge,Exploring the effects of web-mediated computational thinking on developing students’ computing skills in a ubiquitous learning environment," 

https://doi.org/10.1080/10494820.2016.1181093


",25,2017
article,doi:10.1080/14794802.2024.2401482,"Melih Turgut, Iveta Kohanová and Øistein Gjøvik",10.1080/14794802.2024.2401482," 

https://doi.org/10.1080/14794802.2024.2401482


",Research in Mathematics Education,0,1--24,Routledge,Developing survey-based measures of mathematics teachers’ pedagogical technology knowledge: a focus on computational thinking and programming tools," 

https://doi.org/10.1080/14794802.2024.2401482


",0,2024
